EFECTIVO,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,target
2110685.4080000003,530568.6668,44818603.41,4230704.658,-1751852.9170674267,23878609.08546595,977383.3908,1989920.979,9041948.351255577,785591.3936,117962034.5,136540940.8,15113218.086732317,30715610.56,Aceptado
266121.0377,13079499.35,250224.9299,982961.3831,6548339.092999999,8665909.765,159169.1214,680051.27,5755670.83,-3919229.336,106858864.56770928,34568703.65,2383721.931,9093751.102,Aceptado
141922.3239,1951021.945,675821.8673,98454.15347,1700831.7969999998,20575287.43,224484.5582,351265.8513,11210463.66,-4629768.541,38810067.15,18874023.4,7357787.524,12552036.13,Sospechoso
1823622.5790000001,180533.3586,1018632.672,3172132.5539999995,-14510234.73,23878609.08546595,443878.82987499,4855041.243,18527145.87,-2627494.005,128504351.8,160997705.5,8576690.208999999,5382398.41,Sospechoso
103995.5406,9237263.143541662,1245596.996,295194.1469,2431616.733,6160796.676,250036.6237,3651735.984372101,8137904.835,-3810412.078,19523036.02,8276869.025,2181757.753,2527201.721,Aceptado
1744163.1849734443,8213951.668,45519.18796,303965.4525,5022967.92,2255825.895,63565.731029999995,1995835.2119999998,9041948.351255577,-5511274.778,23002656.42,22458017.42,1210876.317,1141782.368,Aceptado
98899.19576,4457668.205,7386.427501,1352859.1478094405,3798732.062,2089638.773,443878.82987499,849365.7493,3166345.295,-335789.3911,27282817.21,3408912.728,5359504.737,4083151.4239999996,Aceptado
23450570.28,2032545.811,7509907.244,7252673.454,-14518712.08,13585851.82,208466.1251,3651735.984372101,24191460.27,1184683.72,482223747.6,61234087.95,15113218.086732317,39022253.08,Aceptado
1744163.1849734443,9037442.979,45149.2811,105605.6449,7171869.897000001,10435422.24,139311.6796,1176253.785,9041948.351255577,-3245412.107912634,51651824.04,4494554.544,16103035.79,5972359.752,Aceptado
2924712.1939999997,9237263.143541662,127636.7138,550180.5337,-1751852.9170674267,8756427.572999999,223589.6291,162127.6761,5775307.35,-3245412.107912634,114920057.0,5780330.826,48457555.23,38823570.71,Aceptado
78895.66791,2995269.1810000003,65815.30295,224091.9619,7723049.154,4369128.004,443878.82987499,344099.9849,-13868138.2,-33266.76535,9690606.95,6708576.503,9448192.668,6652244.772999999,Aceptado
164757.679,37255718.63,289003.9637,44374.81002,-1751852.9170674267,66541016.69,199579.4149,3651735.984372101,9041948.351255577,-6791996.965,104992602.1,37382308.92,22007536.46,17399654.18,Aceptado
38547.21733,209283.5442,262096.7116,67686.61369,5549805.656,1793062.237,331153.4467,67156.44223,-2552486.2369999997,-2165105.0330000003,2694276.985,5419213.465,2151485.375,4934071.268999999,Aceptado
395507.7282,12749119.88,255957.3184,1352859.1478094405,7400688.283,23990153.96,217474.5491,541323.8761,9041948.351255577,792749.7283,67120648.6,8527565.559,29181876.46,28049008.06,Aceptado
1744163.1849734443,3530436.372,865839.2428,630285.0992,7795155.573,23878609.08546595,118362.37400000001,647750.29,9041948.351255577,-4727552.922,16330166.1,17991013.13,1343221.4119999998,2338680.022,Aceptado
98929.74072999999,43286.844619999996,107667.1991,157727.0666,4731563.96,23878609.08546595,443878.82987499,239873.0606,9041948.351255577,654769.4791,4989886.541999999,481227.6845,221938.3545,612572.3055,Aceptado
636439.6264,17530.28123,4719144.528940596,26420.02822,-5354014.209,53083.16078,118951.9999,3651735.984372101,-14569081.58,854579.2109,325089.1302,1439286.283,1994924.457,1546285.333,Aceptado
2682285.258,10165350.58,3023424.13,2398211.379,-1751852.9170674267,29976721.93,443878.82987499,3441557.722,14426853.62,-383267.4413,201236343.0,134057012.1,43814417.11,31359207.29,Aceptado
6341466.285,38859946.26,21811413.67,2271614.296,-1751852.9170674267,88448617.1,1258138.9640000002,3651735.984372101,9041948.351255577,-4936341.489,106858864.56770928,608213472.2,57132557.89,44620503.1,Aceptado
317268.8494,48795564.57,1013264.901,1833112.2219999998,8374118.292,82604229.78,229999.7215,2323546.4280000003,-496016.7875,-1987179.04,181392634.3,159304449.44020227,15113218.086732317,47254762.49,Aceptado
478966.7012,9237263.143541662,4719144.528940596,431703.3474,4326910.246,21578769.84,245366.0903,3651735.984372101,6778042.789,-5196458.723,55835948.54,43327878.37,3049082.8439999996,14809397.148454411,Aceptado
193414.3332,9237263.143541662,33762.70371,209018.72199999998,-1865337.8469999998,381696.6275,139428.3039,534746.431,-39830.25121,789366.2158,14967362.74,2287243.49,5314850.287,3029327.002,Aceptado
593583.3302,9237263.143541662,684257.1633,650702.0191,-1751852.9170674267,1666276.416,98273.94837,432781.7142,-1101586.774,-8798.565193999999,25103953.22,5983576.579,15113218.086732317,4831282.48,Aceptado
65836.44929,23761927.38,279135.89,343867.4765,7391702.322000001,31517243.15,267830.4229,3651735.984372101,19681286.49,-7499034.976,105083491.3,69154456.84,6036745.578,14809397.148454411,Aceptado
1744163.1849734443,7387913.873,4598391.312,2445578.576,1584027.2780000002,36676643.0,408955.3971,2234898.514,13551852.95,-1157558.982,187270726.1,159304449.44020227,27418985.06,25589342.07,Aceptado
1744163.1849734443,9237263.143541662,102010951.8,4730834.922,792519.9141,60840972.34,209371.1153,10248627.8,11925899.91,-2894115.166,248343196.2,106325910.9,10246406.09,16164744.91,Sospechoso
1744163.1849734443,11130534.99,755380.5084,1076218.075,-4205459.258,39397414.49,611788.7185,8416578.706,9041948.351255577,-2557642.204,176215692.4,63784109.82,17455511.27,15689562.0,Sospechoso
67407.98103,9237263.143541662,200331.0547,199308.7845,8818871.309,40169813.42,291926.587,274070.7839,-2590119.165,-2541463.275,63549868.81,34157943.58,15113218.086732317,29989746.66,Aceptado
651442.295,17129855.01,3176244.0319999997,1352859.1478094405,3264262.558,41182109.51,638228.7183,5946452.607000001,15511381.12,-7065775.602000001,116994770.5,159304449.44020227,8495385.298,13301475.19,Aceptado
674223.8767,635199.127,610094.1239,1040599.1440000001,-2379563.0609999998,3677758.922,443878.82987499,1215661.949,-4862557.028,-1693918.571,24966731.21,159304449.44020227,15113218.086732317,3864332.3019999997,Aceptado
3840348.478,38037.47002,2940426.867,1352859.1478094405,-1751852.9170674267,1566352.2140000002,443878.82987499,1198153.023,7692496.372,933468.4988,81605971.57,87970125.23,15041750.08,14809397.148454411,Aceptado
964337.2782,9237263.143541662,3357683.905,631939.531,-2457973.0640000002,13806185.48,329973.3923,663504.0354,9041948.351255577,-2165581.6119999997,29725074.85,68721714.47,13406918.85,20583037.74,Sospechoso
10391050.23,1813087.3190000001,10430361.86,5068765.072,-10851908.19,28972596.15,158320.6715,3651735.984372101,9041948.351255577,197896.4864,106858864.56770928,159304449.44020227,28118317.1,25143701.61,Aceptado
2837267.067,15472.837459999999,1075683.577,5835550.386,-13409331.25,75417.89043,37317.1109,83279.3653,2371149.171,1194719.942,106342529.7,17426709.59,8396009.674,8857761.952,Aceptado
427142.7212,9237263.143541662,4719144.528940596,978023.0386,-1751852.9170674267,26925176.52,443878.82987499,1386178.656,11505963.02,-2674859.228,171061344.0,36880919.76,15113218.086732317,14809397.148454411,Sospechoso
2756967.805,56294073.74,4660591.69,1520481.64,7153281.529,66686722.88,742984.2572,1847420.19,2964952.787,-3354909.5289999996,165715902.7,159304449.44020227,44283389.57,54354989.81,Aceptado
419203.9059,4108899.588,247527.1335,282627.2974,6702445.34,7640413.182,218736.4015,209136.0887,9041948.351255577,320921.058,21176603.87,8196670.788,9329215.735,14809397.148454411,Aceptado
1744163.1849734443,11744971.45,2607640.596,2069852.7340000002,-1237158.982,27612842.68,2484639.424,3833555.858,14598996.65,-249833.8309,164343408.5,90619053.42,38281460.21,30572854.54,Aceptado
4017140.372,21768529.07,14051225.09,6553604.145,-2650700.3019999997,56638046.27,1079392.406,3913485.6360000004,16134499.69,-468141.2125,438885315.5,159304449.44020227,87484635.16,14809397.148454411,Aceptado
274719.6659,23908764.08,49191.43865,85660.15451000001,7420903.262,29103962.17,151987.8994,564097.0646,-1508755.793,202171.5261,66809437.74,159304449.44020227,38755045.87,29439649.35,Aceptado
1238683.58,26156402.85,7968406.15,4382310.8610000005,-3226240.723,70422452.9,359773.7492,7003402.875,31536552.86,-6594149.842999999,561903873.1,646712739.7,28240702.02,23839980.75,Aceptado
62109.606029999995,9237263.143541662,334377.38399999996,233911.3344,3469737.789,2956932.367,256194.5906,112330.2044,8556401.027999999,-2708997.4039999996,24459614.54,5419260.936000001,1098971.8490000002,4767040.2930000005,Aceptado
291780.8921,12287.13348,255759.2371,1352859.1478094405,-623137.2815,74382.90748,31191.1638,12090.02805,-20798718.92,1083292.273,1228897.354,9065541.832999999,4955438.881,6727317.969,Aceptado
1744163.1849734443,212985.7081,421086.9565,1352859.1478094405,-1751852.9170674267,23878609.08546595,205042.8094,3651735.984372101,9041948.351255577,-2068297.6940000001,26639512.89,29141164.23,2946395.231,2335967.383,Sospechoso
1744163.1849734443,13774579.77,278748.8742,1469932.486,8163605.856000001,23878609.08546595,113177.0357,652839.9722,-11981216.72,-3245412.107912634,51031688.94,23216317.15,12135014.0,15252225.71,Aceptado
125126.6563,7487961.188999999,4719144.528940596,253504.2304,7794108.347,16857059.59,200524.0143,36242.429339999995,-8075805.761,381419.0872,31139883.31,17286666.26,35564933.25,32785034.94,Aceptado
91638.67122999999,824308.8967,263716.5588,698409.9441,2639156.932,5013319.935,47589.08743,1045798.2440000001,5087211.412,-3760037.271,28111865.83,18323456.66,1882731.32,2530319.585,Aceptado
90643.67039,192339.9385,412775.2622,1352859.1478094405,279744.7243,1826748.49,92923.20417000001,115264.9227,9041948.351255577,-837353.5163,42284202.9,4796349.7639999995,2284945.266,14809397.148454411,Aceptado
85596.28964,12948734.69,342287.8955,1352859.1478094405,-1751852.9170674267,15892545.55,152852.7561,3822864.854,-4052745.8060000003,-3245412.107912634,11688091.59,75460072.2,15113218.086732317,14809397.148454411,Aceptado
215121.3205,22586418.08,374158.8636,916888.0829,8602719.408,18882149.44,443878.82987499,742301.7903,9041948.351255577,-1668959.0969999998,40888618.76,50440082.43,14056658.59,20202399.08,Aceptado
6087297.022000001,14908038.53,4719144.528940596,8097317.045,-6188538.99,23878609.08546595,1484976.687,7152702.005,20788032.38,-2181164.715,457261682.9,1784529591.0,74215718.93,50486721.17,Aceptado
3930872.413,18761660.22,4719144.528940596,1352859.1478094405,732072.0764,21668288.52,776569.6168,3354090.434,4510919.555,-661757.3842,207728645.2,336795011.6,24893277.01,14809397.148454411,Aceptado
726542.7359999999,35436695.08,122009.5055,2367573.637,-1751852.9170674267,22473038.92,299910.2629,2445475.622,9041948.351255577,-499497.3489,302973657.3,55329999.34,27072274.17,14809397.148454411,Aceptado
147727.4311,2673308.403,34551.24136,382447.4045,634898.5022,1153354.59,55913.99612,1058060.867,7705709.489,-2339028.77,48459443.33,6499559.937000001,1826141.611,1318179.885,Aceptado
280479.5427,1208561.922,30101.53167,218344.6515,-17434.617319999998,23878609.08546595,208356.3304,280639.0291,-3344403.923,-575451.0391,16318579.04,9234570.701,3497419.209,4867380.892,Aceptado
1648645.014,4458520.066000001,2888296.945,1352859.1478094405,-1751852.9170674267,11420129.02,267328.5499,6665127.2870000005,9041948.351255577,-663559.4599,106858864.56770928,89257766.38,11292652.73,8054454.918,Aceptado
470322.3627,580635.0394,1230855.568,1352859.1478094405,-58087.15004,1940837.542,116099.9565,150485.452,-89438.5456,411227.2914,45398011.08,15529868.96,8269494.802,9180645.591,Aceptado
4381319.719,51100670.46,886810.4079,1352859.1478094405,1883383.0659999999,56195896.0,563598.0748,3651735.984372101,13549999.3,-2272346.935,346968796.4,326756310.8,47305843.32,44317441.36,Aceptado
21318.61259,1788.1740329999998,7188.276076,155406.7261,-1751852.9170674267,146.16771,10288.16518,7382.067666,-23102506.61,-73284.26973,123427.1425,1196894.682,31159.599189999997,29350.19795,Aceptado
1848033.457,17917079.07,29805442.7,1762713.243,4171467.8460000004,68365316.43,1020774.8609999999,1654415.466,5653123.964,-310672.6388,156811646.3,165998343.1,82125791.13,57837643.74,Aceptado
209462.6596,97.685334,590966.3871,275969.6928,-11441384.62,111414.9826,443878.82987499,3651735.984372101,-2285846.586,803180.3323,106858864.56770928,4895511.744,15113218.086732317,14809397.148454411,Aceptado
179264.325,4968600.863,56413.5847,18969.81955,3474569.667,5750432.142999999,347310.2685,1213591.345,7141552.377,-5006870.445,12650851.15,8159027.667,1271991.063,4030428.9839999997,Aceptado
1744163.1849734443,9237263.143541662,671864.0678,1352859.1478094405,-9345077.738,23878609.08546595,52649.42953,63559.784510000005,2805326.668,492987.0794,5179426.484,3130536.828,2854506.81,4726058.103999999,Aceptado
93785.1368,848306.6923,1296050.636,260706.1694,3256599.146,6361106.761,119933.4761,373270.3338,6186435.185,-4643923.8610000005,14508912.62,18953572.66,2711043.566,6230526.5770000005,Aceptado
1744163.1849734443,2774122.712,1945564.709,1055380.482,1672536.389,23878609.08546595,443878.82987499,2552867.96,3813344.588,-3862156.37,36853006.52,46454060.6,3632816.756,6468255.931,Sospechoso
1744163.1849734443,11495344.55,1291999.334,1024034.9079999999,-8727537.056,37586298.22,184492.3978,3934544.897,13435939.62,-3245412.107912634,205273841.2,159304449.44020227,15113218.086732317,23117904.46,Sospechoso
402859.0109,64059732.26,221085.2769,621590.8856,8095139.102000001,64224324.74,897021.743,4649707.1219999995,10515747.16,-4834226.444,188262034.7,122828710.5,32142883.89,27567714.58,Aceptado
668732.6246,9237263.143541662,131437.6633,84580.07777,1273087.15,21683838.1,443878.82987499,3190544.635,6762871.2129999995,-3362003.954,57914299.84,17179022.87,10683777.66,14809397.148454411,Sospechoso
1550517.415,7809028.727000001,5523561.807999999,921734.9118,2205921.3680000002,60460845.67,688705.2178,3651735.984372101,7684648.185,469403.80700000003,177037752.6,15800706.02,52072555.19,25589167.85,Aceptado
699248.6447,22635318.51,2632102.617,1374942.505,-1751852.9170674267,64543033.14,798945.6551,5713582.392999999,31358016.43,-6626695.316000001,332085316.6,208646572.4,21497261.9,22805141.1,Aceptado
1744163.1849734443,150276.5446,271288.0964,1352859.1478094405,-2270302.909,4865244.02,131641.2478,498464.6163,4191268.335,-823167.3614,16366170.25,8314409.365,7769797.867000001,6563650.063999999,Aceptado
181257.8222,95217.5327,482278.7699,1352859.1478094405,3958465.067,775602.2713,92856.99577000001,334180.67,-13155384.36,491699.1379,4370552.499,5404814.4860000005,2553670.3230000003,3104651.982,Aceptado
464044.8331,2095030.189,86038.04643999999,555428.4244,454012.5761,630212.9315,135613.8085,771957.0191,-3671678.6010000003,68400.83368,13386109.23,12199645.43,4340170.613,5243846.393999999,Aceptado
1744163.1849734443,31160246.79,52145.15137,8198.057331,8333372.572000001,23878609.08546595,1174400.229,2012968.323,-1722338.45,-3245412.107912634,106858864.56770928,22545095.4,12393763.94,13162740.05,Aceptado
3821133.297,22599459.51,80876.66286,1352859.1478094405,1790669.095,23878609.08546595,303853.0182,2528442.272,407234.9498,266419.2644,82059503.6,15475782.5,13606857.8,19381859.07,Aceptado
1149270.51,718514.5779,4719144.528940596,721978.1116,-8264993.558999999,5137678.825,443878.82987499,1136532.067,122847.3549,-1312104.365,27183057.82,53738265.36,7709584.387999999,10211338.29,Aceptado
19538276.29,3451506.4560000002,42340402.57,4259142.581,-14792718.33,57811396.69,475223.8308,1521006.862,17871244.74,-2053643.485,296082753.2,2734220263.0,83486791.66,62819715.38,Aceptado
534986.5987,11556113.62,4719144.528940596,1595632.861,3672680.995,35645013.74,210325.1124,3651735.984372101,7472123.011,-5592404.914,118002489.0,203908431.0,14575339.47,14809397.148454411,Aceptado
17011.51211,9721977.813,323210.7766,40689.26916,8901260.982,23878609.08546595,211802.11399999997,27082.06744,-12945548.33,-542053.2545,106858864.56770928,159304449.44020227,29188721.95,19605463.03,Aceptado
114094.2655,1795143.18,841203.8885,3138256.602,-1751852.9170674267,2159596.46,77851.61381,3651735.984372101,9863255.802000001,-638311.719,105850064.2,35399495.95,15113218.086732317,12062220.9,Aceptado
1519908.795,754634.1317,3611229.292,930947.913,-7744323.379,20215105.35,713594.3187,591628.2963,11644324.94,-33054.5998,106858864.56770928,36786215.05,22999606.99,27549146.39,Aceptado
77845.62386,20329092.43,6240.115464,97581.80902999999,8684382.799,3202340.664,79449.52402000001,3651735.984372101,-7848889.631,-3245412.107912634,106858864.56770928,2861300.0319999997,1270775.108,1913480.513,Aceptado
623313.8271,103628146.9,4719144.528940596,2138892.375,8860708.259,71836685.03,165877.8422,756367.2391,3345720.3219999997,-1739105.385,395317441.2,106670971.3,41756299.53,47782873.49,Aceptado
415322.8185,9237263.143541662,87885.8582,89880.69806,-2248682.89,23878609.08546595,128817.2054,1482556.186,-1980658.6430000002,-1616358.981,12069687.12,13400958.68,15113218.086732317,5756655.572000001,Aceptado
123898.0122,18261284.84,7769377.801,1092072.499,8695330.883,38361612.35,364868.3947,1527111.5280000002,-3935015.457,-4257039.8889999995,47256944.6,76627489.02,21136685.15,18513216.57,Aceptado
834934.3353,9236732.877999999,910366.7451,952197.6115,-469968.7013,23878609.08546595,1317891.959,1472624.0580000002,15535281.97,-1022044.62,123332013.4,59663424.91,27209465.08,29662890.35,Aceptado
74028.14411000001,26085381.31,413347.0508,868313.5667,-1751852.9170674267,21452930.66,79380.54717,1827300.894,6636313.845,-4295376.907,139273575.4,13206136.71,6644990.909,5471957.627,Aceptado
8460262.3,1198003.748,920115.8135,2738707.5930000003,-7883121.318,23878609.08546595,429529.4576,2936693.003,-9499890.038999999,891177.1079,43292802.04,61030622.97,15113218.086732317,14476988.27,Aceptado
1744163.1849734443,66083115.95,142259.2036,203383.4231,8902872.342,54882376.49,443878.82987499,809985.9003,-7420028.51,516650.9979,89222546.2,18434351.99,76869325.1,48813858.51,Aceptado
4493091.442,230095.1307,6886388.533,4412862.89,-9368234.852,4889407.654,169850.1072,1091750.068,9041948.351255577,928533.1781,102066511.2,38880728.23,10421637.05,14320371.61,Aceptado
119895.5645,7750371.346,97334.6589,712935.2999,6384813.584,6640537.981000001,221601.6334,305456.2747,9041948.351255577,-1369717.977,33452388.95,48351193.63,16103361.08,14809397.148454411,Aceptado
1602644.7019999998,1493650.9880000001,12834985.65,5158964.661,-7429280.515,23878609.08546595,233900.1147,521616.7949,15081444.23,618114.3293,106858864.56770928,97278962.92,33638743.73,29851502.1,Aceptado
592359.9158,6682391.031,748342.9325,2031020.572,-1751852.9170674267,13688243.4,443878.82987499,194270.4562,4621183.143,-801652.8824,171540490.4,46728464.79,15113218.086732317,18057774.78,Aceptado
13520713.8,9237263.143541662,46426230.54,10739390.73,1582871.2480000001,117984685.0,443878.82987499,8493972.327,13134314.58,-3168310.816,651299186.1,5742620290.0,74581181.9,64636661.73,Aceptado
119427.8092,37302.7229,182592.2914,929411.7576,-4228538.088,820215.0206,21098.78555,104272.0341,-4671575.826,-314986.5532,13525183.93,19856501.08,6113277.414,4460520.451,Aceptado
226490.4252,9237263.143541662,6311132.878,972939.0274,2477268.912,19100657.19,553866.1667,1802635.065,9041948.351255577,-2631322.511,94193642.6,12173038.36,6708146.686000001,7411388.082,Sospechoso
460486.0102,8273302.42,940450.4998,3239583.833,-1751852.9170674267,10847845.17,443878.82987499,1346520.6469999999,9041948.351255577,-1646042.0559999999,137543102.6,93632165.44,13457153.67,12421611.51,Aceptado
814671.5167,1450443.448,701901.4079,942513.6777,-2333829.192,4549226.524,262268.8891,1185526.074,-1403510.7780000002,-1329555.781,33515456.01,159304449.44020227,6307896.049,8230356.35,Aceptado
182879.9569,19054559.27,247644.6485,1352859.1478094405,8567185.967,13165090.03,133954.4635,2063356.061,-9699772.142,-2428578.8340000003,35496721.89,159304449.44020227,7915096.56,7227392.78,Aceptado
1103644.83,21072707.41,261240.4173,85285.72836000001,3431906.624,30342034.8,396715.9628,5306814.563,8928358.064,-3245412.107912634,79316915.02,12040673.41,14808244.13,12753649.28,Aceptado
138461.5519,14101520.11,5540.071975,62238.043789999996,6306263.645,4216188.859,128585.4429,3651735.984372101,-3713553.363,-82829.36117999999,21979962.31,9445966.325,17230354.31,13120600.1,Aceptado
75701.14878999999,1037029.588,3882.663326,1352859.1478094405,1558601.956,463263.9925,105491.7524,427682.1111,9041948.351255577,-2167545.3619999997,2446024.304,3917082.623,1738714.111,1326203.884,Aceptado
151936.7631,13062985.98,672786.1932,1352859.1478094405,5466130.0370000005,30810976.07,443878.82987499,9443338.179,11382817.35,-7346950.28,103087222.2,100661922.3,5538489.587,3305989.6010000003,Aceptado
1744163.1849734443,38377014.07,4719144.528940596,345841.7931,8445437.089,58817164.0,443878.82987499,2449947.079,12818965.02,-5066322.563999999,172513808.4,26730815.61,18339605.52,17062662.75,Aceptado
335303.4425,1427721.8090000001,80810.2732,293312.8143,-1751852.9170674267,1479022.281,443878.82987499,3651735.984372101,-1751455.699,-80570.60532,106858864.56770928,6327757.566000001,15113218.086732317,6851140.65,Aceptado
252576.3589,9237263.143541662,1554620.0690000001,1352859.1478094405,6921751.895,25466915.79,121487.2185,576989.5061,-4327368.326,-284696.9143,36731786.78,11229956.09,23961909.23,18778504.92,Aceptado
2654769.306,2009320.378,4719144.528940596,1352859.1478094405,-10276865.4,15540551.12,355354.5748,3779839.9889999996,24887825.29,-1972993.945,313100671.6,53781312.16,9516748.033,14809397.148454411,Sospechoso
1595362.491,9237263.143541662,4719144.528940596,433249.0978,-832522.6906,23878609.08546595,238801.0117,309208.4563,-5056288.37,918468.3661,36719194.28,159304449.44020227,9495759.145,14115832.71,Aceptado
35798.44903,9109016.327,134362.6122,814186.2617,8681693.973,3175162.7989999996,41095.54124,485271.17,9041948.351255577,-5318199.579,106858864.56770928,19116505.39,531597.887,1726362.003,Aceptado
86960.43504,71299.5752,81831.562,36849.55562,3955777.995,109258.7433,70968.09479,24191.341809999998,-10803653.76,-3245412.107912634,1573962.1609999998,643241.5114,3328548.6139999996,14809397.148454411,Aceptado
138541.6965,7437955.017000001,250193.7981,412228.5771,6609903.321,9554349.538999999,163876.0323,135634.9992,1828183.908,166586.8158,106858864.56770928,159304449.44020227,21604475.36,19927366.37,Aceptado
1744163.1849734443,1352493.125,4719144.528940596,1352859.1478094405,-7254194.0,5110046.818,396557.7717,3651735.984372101,14501260.01,-632640.3118,71855356.68,10841781.14,15113218.086732317,11633059.16,Aceptado
1744163.1849734443,7043350.075,749010.2889,1752308.389,-1751852.9170674267,19310958.6,237905.8352,803615.6441,6110597.735,-3245412.107912634,150589213.9,48245593.33,41121188.38,25344248.45,Aceptado
2977037.381,1930084.08,4719144.528940596,3433540.995,-1751852.9170674267,5619816.332,121378.0891,68567.90873,9041948.351255577,-3245412.107912634,84389415.94,38084980.76,43947524.2,43946234.34,Aceptado
1012365.4859999999,53041.63602,384817.2353,933023.6996,-5955788.21,620234.6402,112923.4916,354649.4495,-928336.2617,1066400.881,15621729.55,3681565.978,1177877.07,14809397.148454411,Aceptado
490281.5735,11808852.5,308652.0096,775445.6493,5715343.937999999,12633492.49,274721.4212,2702807.8619999997,-770611.0379,-3245412.107912634,53499467.68,37508828.44,15113218.086732317,8250003.445,Aceptado
29447.605919999998,3410228.625,61115.31013,264956.0801,8369457.414,4219085.036,78973.56367999999,47182.86144,-14092493.49,-3245412.107912634,6744550.932999999,18891835.13,6367484.169,9660844.662,Aceptado
305288.4258,2061490.386,138858.8009,744743.0711,3514566.912,751440.9746,61566.441779999994,314188.8465,-7490401.105,-211494.2843,106858864.56770928,11270253.83,2872588.3030000003,4953236.233,Aceptado
84662.5451,237486.7045,2452311.445,263787.945,4150933.653,23878609.08546595,150521.4389,424309.9527,559956.6753,-3827799.3819999998,106858864.56770928,11992860.25,2489605.1859999998,4573607.513,Aceptado
214961.4517,3759922.41,46476.49923,833643.7335,2727710.923,5352162.18,117904.5493,1445739.64,-1936386.8080000002,-3245412.107912634,39877819.59,159304449.44020227,11402665.34,14809397.148454411,Aceptado
5144107.923,9237263.143541662,3226517.876,1288887.952,-2662901.579,66370980.8,1183406.551,7456467.357999999,8507803.821,-4275145.302,123517486.8,457395226.7,15113218.086732317,32220554.28,Sospechoso
145620.3732,84673.66915,126094.6686,118627.0083,-2898239.7630000003,801400.4190000001,83356.9957,283975.977,1412116.8569999998,-3245412.107912634,5667387.57,6027177.8889999995,791099.3104,1885638.209,Aceptado
462973.3229,478936.2744,4719144.528940596,416663.2907,-3760321.441,536697.3393,72846.7622,205043.9695,-7504374.511,-1161361.936,8522134.137,159304449.44020227,2264144.225,4092085.1560000004,Aceptado
129618.1885,621514.3931,493048.0855,1162277.0990000002,-1751852.9170674267,1174194.327,216268.5714,194041.1277,9041948.351255577,-1771056.6230000001,35770546.98,159304449.44020227,2367734.067,14809397.148454411,Aceptado
1744163.1849734443,798444.7587,1815881.664,2103170.711,368047.0079,10983537.3,99216.83907999999,297981.0689,-2604719.057,122604.3548,52808158.04,41715844.0,7183414.586,20093637.39,Aceptado
201205.6011,37373003.75,44346.87406,419361.6214,8318868.743,10645388.01,259109.6195,1795522.0769999998,9041948.351255577,-3245412.107912634,37782337.7,77352470.06,2837763.586,14809397.148454411,Aceptado
7503764.476,19014656.94,4720293.984,4799298.967,-5350697.992,28900428.42,443878.82987499,3560277.8310000002,18439229.32,-3245412.107912634,326036810.4,476075555.4,12126287.36,29064076.62,Sospechoso
37784.40607,9237263.143541662,4719144.528940596,328335.6196,7952210.929,23878609.08546595,92181.94231,3651735.984372101,-2434240.425,-2185195.068,27811350.94,31429151.89,19790893.54,14977626.65,Aceptado
327888.2445,9237263.143541662,350773.849,742672.3053,-3466385.854,1362533.539,443878.82987499,3651735.984372101,7190993.222999999,-1401080.256,31190448.11,10794521.61,2270885.048,2769210.387,Aceptado
4130581.515,11908905.73,4317250.232,3301368.515,-1936494.4430000002,23878609.08546595,309347.4496,1799043.0,3951297.17,673487.4582,106858864.56770928,216618794.7,70936635.26,48462756.68,Aceptado
1902783.6,1118738.905,450740.4248,1172056.852,-5910387.592999999,3462491.06,99684.4586,456709.3174,-3213697.483,836340.5557,33410806.63,31878095.15,17903072.01,17564729.7,Aceptado
132151.4589,1088079.699,1413316.28,56517.14791,4778603.453,10828676.81,929041.2123,1124122.678,-9232574.901,-6643688.842,585467.7382,91355578.43,15113218.086732317,8642849.218,Aceptado
47060.435489999996,11658001.28,4719144.528940596,544996.7133,-1751852.9170674267,26879344.86,443878.82987499,404102.1918,14787957.39,-4207421.716,119428984.9,41342322.94,21407855.7,18354757.28,Sospechoso
1744163.1849734443,6566787.7,1056015.606,437851.2341,1070991.94,21275876.03,115751.0476,1536084.27,-4237100.969,-4420638.782,27388502.12,112126844.6,8723905.533,14759153.58,Aceptado
557385.8151,28013023.75,4719144.528940596,524636.9039,8018231.09,22034643.44,443878.82987499,3651735.984372101,-12137030.35,-2891481.057,24796778.72,159304449.44020227,15113218.086732317,33698981.61,Aceptado
535080.0307,6880114.382999999,167080.8771,807535.6189,7723888.637999999,2917664.659,105222.6799,8741.365293,9041948.351255577,1144387.277,106858864.56770928,13043117.52,23961606.41,14809397.148454411,Aceptado
194830.4372,279036.2525,655413.5464,260148.9826,-777964.0279999999,4008604.777,61256.758610000004,542706.2157,-636322.6127,-879006.0574,14858538.68,8045692.623,8057748.187999999,5230131.549,Aceptado
233059.0626,2292959.009,75916.43557999999,71165.78828,5289653.62,1737558.936,125333.3951,3651735.984372101,-9855980.344,-289020.6254,5817309.825,5222426.013,3883932.918,7757759.802999999,Aceptado
1188677.621,27240240.01,213091.7472,1083700.0659999999,5878255.424,29703952.55,422450.6003,487158.1392,-2276660.067,-3245412.107912634,163608358.1,30377499.17,79616149.53,55563337.57,Aceptado
